symbol,primary_exchange_,bbg_prim_exch_symbol,short_name,industry_sector,industry_group,offering_type,pre/post,launch_date,px_date,start_date,"book_build_
days",uop,left_lead,active_book,co-managers,anncd_shares,priced_shares,upsize?,anncd_proceeds,"pre_shoe
_proceeds",type,pe_sellers,pricing,"dilution_
float",dilution_so,volume_avg_3m,deal_size_vs_adv,eqy_float,eqy_sh_out,short_int,dtc,si_percent_equity_float,beta,cur_mkt_cap,curr_entp_val,median_pt,pt_vs_launch_px,px_official_close,px_open,last_price,gap_%,chg_pct_5d,chg_pct_1m,change_from_ap,px_disc_from_launch,px_disc_from_open,trade_date,pricing_day_close,"subscription
_multiple_",mkting_vwap,"pre_open
_volume","pre_open_volume
_%_of_deal",td_open,"td_open_

vs_deal","td_open_vs_
pd_close",open_print_%,td_low_px,"td_low_px_
vs_deal",break,td_close,"td_close

vs_deal","td_close_
vs
pd_close","td_close
_
vs_td_open","td_vwap_
vs_deal","td_volume_
mkt_hours","mkt_hours_volume_
%_of_deal",td_total_volume,"td_volume_as_
%_of_priced_shares"
BJ US Equity,UN Equity,BJ USUN Equity,BJ'S WHOLESALE C,"Consumer, Cyclical",Retail,Sec,post,9/24/2018,9/26/2018,9/25/2018,2,Selling SHs,BAML,JPM GS DB,8,28,28,no change,$728.00 ,$728.00 ,Secondary,Yes,$26.00 ,62.59%,20.68%,"1,618,882",17.3,44.74,135.41,"533,666",0.5,1.19%,0.41,"$3,853.85 ","$5,872.30 ",$30.00 ,5%,$28.46 ,$27.93 ,,-1.86%,,,,-8.64%,-6.91%,9/27/2018,$26.43 ,2,$27.17 ,"1,841,738",6.58%,$26.00 ,0.00%,-1.63%,1.15%,$25.80 ,-0.77%, YES ,$26.11 ,0.42%,-1.21%,0.42%,2.09%,"13,957,343",49.85%,"15,799,081.00",56.40%
CISN US Equity,#N/A Real Time Equity,CISN #N/A Real Time Equity,CISION LTD,Technology,Software,Sec,post,9/11/2018,9/12/2018,9/12/2018,1,Selling SHs,DB,CITI GS ,0,12,12,no change,$192.00 ,$192.00 ,Secondary,Yes,$16.00 ,21.09%,9.18%,"573,756",20.91,56.89,130.71,"2,697,054",4.7,4.74%,0.3,"$2,351.54 ","$3,488.66 ",$19.00 ,6%,$17.99 ,$17.76 ,,-1.28%,,,,-11.06%,-9.91%,9/13/2018,$16.42 ,2,$16.68 ,"906,642",7.56%,$16.00 ,0.00%,-2.56%,1.53%,$15.65 ,-2.19%, YES ,$15.92 ,-0.50%,-3.05%,-0.50%,-0.14%,"5,120,565",42.67%,"6,027,207.00",50.20%
FDC US Equity,#N/A Real Time Equity,FDC U#N/A Real Time Equity,FIRST DATA COR-A,Technology,Software,Sec,pre,8/13/2018,8/13/2018,8/13/2018,1,Selling SHs,CITI,BAML PNC WFC DB KKR,0,64,64,no change,"$1,519.68 ","$1,519.68 ",Secondary,Yes,$23.75 ,13.56%,6.85%,"7,842,913",8.16,472,490.52,"28,444,183",3.63,6.03%,0.87,"$23,035.12 ","$41,186.12 ",$27.00 ,9%,$24.67 ,$23.88 ,,-3.20%,,,,-3.75%,-0.57%,8/14/2018,$23.90 ,2,$24.07 ,"4,731,214",7.39%,$23.91 ,0.69%,0.04%,1.07%,$23.77 ,0.11%, YES ,$23.94 ,0.82%,0.17%,0.13%,1.24%,"28,589,683",44.67%,"33,320,897.00",52.10%
RGNX US Equity,UW Equity,RGNX UW Equity,REGENXBIO INC,"Consumer, Non-cyclical",Biotechnology,Sec,post,8/8/2018,8/9/2018,8/9/2018,1,Drug Development,MS,BAML BARC,1,2.7,2.7,no change,$175.50 ,$175.50 ,Primary,No,$65.00 ,9.41%,8.36%,"550,343",4.91,28.7,32.31,"3,217,720",5.85,11.36%,1.5,"$2,279.37 ","$1,954.56 ",$76.00 ,8%,$70.55 ,$68.20 ,,-3.33%,,,,-7.87%,-4.69%,8/10/2018,$66.70 ,2,$68.20 ,"93,325",3.46%,$66.55 ,2.38%,-0.22%,1.42%,$64.50 ,-0.77%, YES ,$67.40 ,3.69%,1.05%,1.28%,1.80%,"1,957,083",72.48%,"2,050,408.00",75.90%
CENTA US Equity,UW Equity,CENTAUW Equity,CENTRAL GARDEN-A,"Consumer, Non-cyclical",Household Products/Wares,Sec,post,8/6/2018,8/8/2018,8/7/2018,2,,BAML,STRH JPM BMO ,2,5,5,no change,$185.00 ,$185.00 ,Primary,No,$37.00 ,14.14%,9.39%,"362,322",13.8,35.37,38.4,"498,353",1.38,1.42%,0.74,"$2,150.95 ","$2,615.27 ",$44.00 ,9%,$40.39 ,$39.80 ,,-1.46%,,,,-8.39%,-7.04%,8/9/2018,$37.90 ,2,$38.60 ,"250,908",5.02%,$41.65 ,12.57%,9.89%,0.73%,$36.42 ,-1.57%, YES ,$36.57 ,-1.16%,-3.51%,-12.20%,-0.39%,"4,294,940",85.90%,"4,545,848.00",90.90%
TXMD US Equity,UW Equity,TXMD UW Equity,THERAPEUTICSMD,"Consumer, Non-cyclical",Pharmaceuticals,Sec,post,7/31/2018,8/1/2018,8/1/2018,1,Drug Launch,GS,CANT,0,12.75,12.75,downsized,$65.03 ,$65.00 ,Primary,No,$5.10 ,7.31%,5.88%,"3,214,879",3.97,174.37,216.83,"59,455,698",18.49,34.15%,1.38,"$1,131.87 ","$1,115.68 ",$15.50 ,197%,$5.22 ,$5.23 ,,0.19%,,,,-2.30%,-2.49%,8/2/2018,$5.18 ,2,$5.22 ,"274,737",2.16%,$5.15 ,0.98%,-0.58%,1.07%,$5.07 ,-0.59%, YES ,$5.24 ,2.75%,1.16%,1.75%,2.13%,"6,642,704",52.12%,"6,917,441.00",54.30%
BLUE US Equity,UW Equity,BLUE UW Equity,BLUEBIRD BIO INC,"Consumer, Non-cyclical",Biotechnology,Sec,post,7/23/2018,7/24/2018,7/24/2018,1,Drug Development,GS,BAML JPM COWN,1,2.46,3.38,upsized,$400.00 ,$549.25 ,Primary,No,$162.50 ,4.95%,4.91%,"895,044",2.75,49.72,53.5,"3,558,605",3.98,7.16%,1.81,"$8,883.64 ","$7,553.69 ",$225.00 ,27%,$177.25 ,$172.55 ,,-2.65%,,,,-8.32%,-5.82%,7/25/2018,$163.65 ,2,$164.95 ,"59,431",1.76%,$165.00 ,1.54%,0.82%,1.04%,$163.70 ,0.74%, NO ,$172.50 ,6.15%,5.41%,4.55%,3.74%,"2,003,509",59.28%,"2,062,940.00",61.00%
NSTG US Equity,UQ Equity,NSTG UQ Equity,NANOSTRING TECHN,"Consumer, Non-cyclical",Healthcare-Products,Sec,post,7/16/2018,7/17/2018,7/17/2018,1,,JPM,UBS,1,4,4,no change,$50.00 ,$50.00 ,Primary,No,$12.50 ,18.66%,15.53%,"264,209",15.14,21.44,25.75,"792,474",3,3.70%,0.9,$388.84 ,$385.55 ,$14.50 ,-4%,$15.10 ,$14.16 ,,-6.23%,,,,-17.22%,-11.72%,7/18/2018,$12.73 ,2,$13.55 ,"305,305",7.63%,$11.72 ,-6.24%,-7.93%,2.81%,$11.51 ,-7.92%, YES ,$12.26 ,-1.92%,-3.69%,4.61%,-3.75%,"3,039,649",75.99%,"3,344,954.00",83.60%
MYOV US Equity,UN Equity,MYOV UN Equity,MYOVANT SCIENCES,"Consumer, Non-cyclical",Pharmaceuticals,Sec,post,7/11/2018,7/12/2018,7/12/2018,1,Drug Development,JPM,GS BARC,2,3.33,3.33,no change,$75.02 ,$75.02 ,Primary,No,$22.50 ,16.53%,4.93%,"90,197",36.96,20.17,67.64,"546,359",6.06,2.71%,0.41,"$1,630.17 ","$1,496.85 ",$25.00 ,4%,$24.10 ,$24.27 ,,0.71%,,,,-6.64%,-7.29%,7/13/2018,$23.05 ,2,$23.28 ,"38,950",1.17%,$22.80 ,1.33%,-1.08%,0.93%,$20.22 ,-10.13%, YES ,$21.00 ,-6.67%,-8.89%,-7.89%,-4.15%,"828,448",24.85%,"867,398.00",26.00%
Z US Equity,UW Equity,Z US UW Equity,ZILLOW GRO-C,Communications,Internet,Sec + Cvt,post,6/27/2018,6/28/2018,6/28/2018,1,GCP,GS,CITI,3,5.7,5.7,no change,$324.90 ,$324.90 ,Primary,No,$57.00 ,5.05%,2.95%,"2,113,432",2.7,112.86,129.81,"18,442,106",8.73,16.35%,0.95,"$11,739.34 ","$11,323.50 ",$57.00 ,-6%,$60.70 ,$57.62 ,,-5.07%,,,,-6.10%,-1.08%,6/29/2018,$58.62 ,2,$58.47 ,"619,589",10.87%,$58.85 ,3.25%,0.39%,1.33%,$57.05 ,0.09%, NO ,$59.06 ,3.61%,0.75%,0.36%,2.66%,"5,593,204",98.13%,"6,212,793.00",109.00%
BHF US Equity,UW Equity,BHF UUW Equity,BRIGHTHOUSE FINA,Financial,Insurance,Sec,post,6/12/2018,6/14/2018,6/13/2018,2,Selling SHs,GS,JPM MS WFC,0,23.16,23.16,no change,"$1,030.62 ","$1,030.62 ",Secondary,No,$44.50 ,23.98%,19.34%,"1,551,175",14.93,96.6,119.77,"6,797,304",4.38,7.04%,1.21,"$5,514.35 ","$11,587.20 ",$58.50 ,27%,$46.04 ,$44.93 ,,-2.41%,,,,-3.34%,-0.96%,6/15/2018,$45.26 ,2,$46.13 ,"1,227,802",5.30%,$44.97 ,1.06%,-0.64%,1.67%,$44.62 ,0.27%, NO ,$45.05 ,1.24%,-0.46%,0.18%,1.56%,"10,049,978",43.39%,"11,277,780.00",48.70%
FBC US Equity,UN Equity,FBC UUN Equity,FLAGSTAR BANCORP,Financial,Savings&Loans,Sec,pre,6/11/2018,6/11/2018,6/11/2018,1,Selling SHs,SAND,KBW,0,8,8,no change,$276.00 ,$276.00 ,Secondary,No,$34.50 ,37.50%,13.93%,"391,593",20.43,21.33,57.57,"926,080",2.36,4.37%,0.95,"$2,139.40 ", #N/A N/A ,$41.50 ,11%,$37.25 ,$37.03 ,,-0.59%,,,,-7.38%,-6.83%,6/12/2018,$35.29 ,2,$35.62 ,"214,831",2.69%,$35.30 ,2.32%,0.03%,0.70%,$35.10 ,1.74%, NO ,$35.17 ,1.94%,-0.34%,-0.37%,2.80%,"2,831,168",35.39%,"3,045,999.00",38.10%
CYAD US Equity,UQ Equity,CYAD UQ Equity,CELYAD-SPON ADR,"Consumer, Non-cyclical",Biotechnology,Sec,post,5/15/2018,5/16/2018,5/16/2018,1,Drug Development,WFC,BGC,2,1.8,1.8,no change,$47.30 ,$47.30 ,Primary,No,$26.28 ,ADR,18.23%,"12,328",146.01,ADR,9.87,"169,207",13.73,1.71%,0.35,$303.28 ,$288.82 ,$75.00 ,144%,$30.72 ,$27.96 ,,-8.98%,,,,-14.45%,-6.01%,5/17/2018,$28.25 ,2,$28.79 ,"2,531",0.14%,$26.28 ,0.00%,-6.97%,0.50%,$25.55 ,-2.78%, YES ,$26.05 ,-0.88%,-7.79%,-0.88%,1.00%,"175,892",9.77%,"178,423.00",9.90%
VIRT US Equity,UW Equity,VIRT UW Equity,VIRTU FINANCIA-A,Financial,Diversified Finan Serv,Sec,post,5/8/2018,5/10/2018,5/9/2018,2,Selling SHs,JEFF,SAND MS,1,15,15,no change,$420.00 ,$420.00 ,Both,No,$28.00 ,30.10%,7.97%,"1,515,893",9.9,49.84,91.51,"5,216,153",3.44,10.47%,-0.09,"$6,275.37 ","$10,853.59 ",$37.50 ,12%,$33.35 ,$31.70 ,,-4.95%,,,,-16.04%,-11.67%,5/11/2018,$29.55 ,2,$30.38 ,"1,525,102",10.17%,$28.75 ,2.68%,-2.71%,1.48%,$28.35 ,1.25%, NO ,$29.20 ,4.29%,-1.18%,1.57%,3.68%,"10,801,145",72.01%,"12,326,247.00",82.20%
CASA US Equity,UW Equity,CASA UW Equity,CASA SYSTEMS INC,Communications,Telecommunications,Sec,post,4/23/2018,4/25/2018,4/24/2018,2,Selling SHs,MS,BARC,5,7.35,7.35,no change,$183.75 ,$183.75 ,Secondary,Yes,$25.00 ,102.14%,9.01%,"850,567",8.64,7.2,81.58,"1,684,707",1.98,23.41%,1.12,"$2,431.09 ","$2,447.18 ",$26.50 ,-11%,$29.80 ,$27.35 ,,-8.22%,,,,-16.11%,-8.59%,4/26/2018,$25.75 ,2,$25.86 ,"661,185",9.00%,$24.69 ,-1.24%,-4.12%,,$23.50 ,-6.00%, YES ,$23.77 ,-4.92%,-7.69%,-3.73%,-3.62%,"5,143,448",69.98%,"5,804,633.00",79.00%
GIS US Equity,UN Equity,GIS UUN Equity,GENERAL MILLS IN,"Consumer, Non-cyclical",Food,Sec,post,3/26/2018,3/27/2018,3/27/2018,1,Acq,GS, BAML MS DB CITI BARC,6,22.73,22.73,no change,"$1,000.00 ","$1,000.12 ",Primary,No,$44.00 ,4.01%,3.99%,"6,308,633",3.6,567.49,570.16,"32,417,990",5.14,5.72%,0.65,"$25,828.37 ","$34,247.79 ",$50.00 ,10%,$45.30 ,$45.60 ,,0.66%,,,,-2.87%,-3.51%,3/28/2018,$45.31 ,2,$45.63 ,"2,262,697",9.95%,$44.03 ,0.07%,-2.82%,,$43.96 ,-0.09%, YES ,$44.35 ,0.80%,-2.12%,0.73%,1.20%,"16,870,528",74.22%,"19,133,225.00",84.20%
HGV US Equity,UN Equity,HGV UUN Equity,HILTON GRAND VAC,"Consumer, Cyclical",Lodging,Sec,post,3/13/2018,3/14/2018,3/14/2018,1,Selling SHs,BAML,JPM UBS GS DB CS STRH,0,24.75,22.5,downsized,"$1,140.00 ","$1,040.63 ",Secondary,No,$46.25 ,33.55%,24.92%,"1,339,425",18.48,73.78,99.32,"1,885,287",1.41,2.56%,0.84,"$4,548.88 ","$4,808.53 ",$50.00 ,9%,$45.80 ,$45.30 ,,-1.09%,,,,0.98%,2.10%,3/15/2018,$47.00 ,2,$47.03 ,"736,702",3.27%,$45.50 ,-1.62%,-3.19%,,$43.46 ,-6.03%, YES ,$43.89 ,-5.10%,-6.62%,-3.54%,-3.88%,"11,369,355",50.53%,"12,106,057.00",53.80%
CRSP US Equity,UQ Equity,CRSP UQ Equity,CRISPR THERAPEUT,"Consumer, Non-cyclical",Biotechnology,Sec,post,1/2/2018,1/4/2018,1/3/2018,2,Drug Development,GS,PJ BARC,1,4.4,5,upsized,$100.00 ,$113.75 ,Primary,No,$22.75 ,27.15%,10.72%,"985,098",4.46,16.19,41.02,"1,459,654",1.48,9.03%,1.18,"$1,032.46 ",$723.38 ,$27.00 ,7%,$25.17 ,$24.10 ,,-4.25%,,,,-9.61%,-5.60%,1/5/2018,$23.91 ,2,$23.83 ,"382,671",7.65%,$23.63 ,3.87%,-1.17%,,$23.28 ,2.33%, YES ,$26.81 ,17.85%,12.13%,13.46%,15.52%,"3,612,255",72.25%,"3,994,926.00",79.90%
BPMC US Equity,UW Equity,BPMC UW Equity,BLUEPRINT MEDICI,"Consumer, Non-cyclical",Biotechnology,Sec,post,12/11/2017,12/12/2017,12/12/2017,1,Drug Development,GS,MS COWN,1,3.24,3.7,upsized,$275.00 ,$299.70 ,Primary,No,$81.00 ,9.33%,8.25%,"418,298",7.73,34.69,39.2,"2,401,874",5.74,6.92%,1.79,"$3,462.43 ","$2,438.49 ",$92.00 ,4%,$88.32 ,$87.22 ,,-1.25%,,,,-8.29%,-7.13%,12/13/2017,$81.98 ,2,$83.60 ,"113,845",3.08%,$80.69 ,-0.38%,-1.57%,,$78.50 ,-3.09%, YES ,$82.16 ,1.43%,0.22%,1.82%,0.46%,"2,935,796",79.35%,"3,049,641.00",82.40%
VKTX US Equity,UR Equity,VKTX UR Equity,VIKING THERAPEUT,"Consumer, Non-cyclical",Biotechnology,Sec,post,12/5/2017,12/6/2017,12/6/2017,1,Drug Development,WBLR,,0,5.13,5.13,no change,$12.83 ,$12.83 ,Primary,No,$2.50 ,24.97%,18.00%,"1,402,633",3.66,20.54,28.5,"1,611,541",1.15,7.84%,0.43,$78.09 ,$74.56 ,$7.50 ,174%,$2.74 ,$3.51 ,,28.10%,,,,-8.76%,-28.77%,12/7/2017,$2.99 ,2,$3.23 ,"503,927",9.82%,$2.85 ,14.00%,-4.68%,,$2.85 ,14.00%, NO ,$3.70 ,48.00%,23.75%,29.82%,37.31%,"6,295,772",122.72%,"6,799,699.00",132.50%
MEDP US Equity,UW Equity,MEDP UW Equity,MEDPACE HOLDINGS,"Consumer, Non-cyclical",Healthcare-Services,Sec,post,11/27/2017,11/30/2017,11/28/2017,3,,JEFF,CS,0,4,4,no change,$126.00 ,$126.00 ,Secondary,Yes,$31.50 ,66.93%,10.69%,"406,861",9.83,5.98,37.43,"770,865",1.89,12.53%,1.17,"$1,352.71 ","$1,536.09 ",$38.00 ,5%,$36.14 ,$35.49 ,,-1.80%,,,,-12.84%,-11.24%,12/1/2017,$33.31 ,2,$33.80 ,"548,366",13.71%,$33.16 ,5.27%,-0.45%,,$31.70 ,0.63%, NO ,$32.46 ,3.05%,-2.55%,-2.11%,3.38%,"1,750,933",43.77%,"2,299,299.00",57.50%
GTN US Equity,UN Equity,GTN UUN Equity,GRAY TELEVISION,Communications,Media,Sec,post,11/27/2017,11/29/2017,11/28/2017,2,GCP,WFC,-,0,15,15,no change,$217.50 ,$217.50 ,Primary,No,$14.50 ,23.92%,21.01%,"1,190,888",12.6,62.71,66,"4,402,087",3.7,7.02%,1.7,"$1,156.36 ","$2,810.61 ",$19.00 ,17%,$16.20 ,$15.50 ,,-4.32%,,,,-10.49%,-6.45%,11/30/2017,$15.35 ,2,$15.63 ,"1,770,801",11.81%,$14.75 ,1.72%,-3.91%,,$14.25 ,-1.72%, YES ,$14.40 ,-0.69%,-6.19%,-2.37%,0.42%,"9,657,507",64.38%,"11,428,308.00",76.20%
ACHN US Equity,#N/A Real Time Equity,ACHN #N/A Real Time Equity,ACHILLION PHARMA,"Consumer, Non-cyclical",Biotechnology,Sec,post,11/14/2017,11/15/2017,11/15/2017,1,Selling SHs,GS,LEER,0,18.37,18.37,no change,$50.52 ,$50.52 ,Secondary,No,$2.75 ,15.98%,13.42%,"1,105,806",16.61,114.95,136.86,"8,777,314",7.94,7.64%,1.89,$505.01 ,$175.48 ,$5.00 ,36%,$3.69 ,$3.35 ,,-9.21%,,,,-25.47%,-17.91%,11/16/2017,$3.03 ,2,$3.19 ,"2,800,060",15.24%,$3.29 ,19.64%,8.58%,,$3.18 ,15.64%, NO ,$3.56 ,29.45%,17.49%,8.21%,26.89%,"12,069,325",65.70%,"14,869,385.00",80.90%
APPN US Equity,UQ Equity,APPN UQ Equity,APPIAN CORP,Technology,Software,Sec,post,11/13/2017,11/15/2017,11/14/2017,2,Selling SHs,MS,BARC GS,6,3.8,3.8,no change,$76.95 ,$76.95 ,Secondary,No,$20.25 ,113.47%,6.30%,"555,164",6.84,3.35,7.21,"1,702,513",3.07,50.97%,2.14,"$1,402.05 ","$1,290.57 ",$22.00 ,-5%,$23.25 ,$22.50 ,,-3.23%,,,,-12.90%,-10.00%,11/16/2017,$21.24 ,2,$21.70 ,"214,613",5.65%,$20.23 ,-0.10%,-4.76%,,$19.75 ,-2.47%, YES ,$20.05 ,-0.99%,-5.60%,-0.89%,-1.05%,"1,949,029",51.29%,"2,163,642.00",56.90%
GDI US Equity,#N/A Real Time Equity,GDI U#N/A Real Time Equity,GARDNER DENVER H,Industrial,Machinery-Diversified,Sec,post,11/13/2017,11/15/2017,11/14/2017,2,Selling SHs,GS,KKR CITI CS,7,22,22,no change,$599.50 ,$599.50 ,Secondary,Yes,$27.25 ,47.07%,11.22%,"1,563,677",14.07,46.74,196.01,"2,348,267",1.5,5.11%,1.27,"$5,764.68 ","$7,362.27 ",$33.00 ,12%,$29.41 ,$28.56 ,,-2.89%,,,,-7.34%,-4.59%,11/16/2017,$27.54 ,2,#N/A N/A,"865,671",3.93%,$28.00 ,2.75%,1.67%,,$27.61 ,1.32%, YES ,$28.89 ,6.02%,4.90%,3.18%,3.90%,"6,731,099",30.60%,"7,596,770.00",34.50%
SOI US Equity,UN Equity,SOI UUN Equity,SOLARIS OIL IN-A,Energy,Oil&Gas Services,Sec,post,11/7/2017,11/9/2017,11/8/2017,2, ,CS,GS,0,7,7,no change,$110.25 ,$110.25 ,Both,Yes,$15.75 ,66.55%,16.02%,"692,923",10.1,10.52,11.32,"482,418",0.7,4.77%,1.66,$780.60 ,$671.35 ,$21.00 ,18%,$17.87 ,$17.44 ,,-2.41%,,,,-11.86%,-9.69%,11/10/2017,$16.50 ,2,$17.01 ,"683,051",9.76%,$16.57 ,5.21%,0.42%,,$15.75 ,0.00%, NO ,$16.08 ,2.10%,-2.55%,-2.96%,2.86%,"2,678,925",38.27%,"3,361,976.00",48.00%
NTLA US Equity,UQ Equity,NTLA UQ Equity,INTELLIA THERAPE,"Consumer, Non-cyclical",Biotechnology,Sec,pre,11/1/2017,11/1/2017,11/1/2017,1,Drug Development,CS,LEER JEFF  ,0,6.25,6.25,no change,$150.00 ,$150.00 ,Primary,No,$24.00 ,43.25%,21.16%,"888,645",7.03,14.45,36.09,"3,661,692",4.12,25.34%,1.57,"$1,122.99 ",$900.73 ,$36.00 ,16%,$31.12 ,$30.70 ,,-1.35%,,,,-22.88%,-21.82%,11/2/2017,$25.47 ,2,$27.13 ,"594,604",9.51%,$22.50 ,-6.25%,-11.66%,,$20.45 ,-14.79%, YES ,$21.00 ,-12.50%,-17.55%,-6.67%,-10.54%,"6,655,505",106.49%,"7,250,109.00",116.00%
CWH US Equity,UN Equity,CWH UUN Equity,CAMPING WORLD-A,"Consumer, Cyclical",Leisure Time,Sec,post,10/24/2017,10/25/2017,10/25/2017,1,Selling SHs,GS,JPM CS BAML ,5,6.7,6.7,no change,$271.35 ,$271.35 ,Secondary,Yes,$40.50 ,28.50%,7.50%,"2,393,057",2.8,23.51,29.42,"1,506,265",0.63,6.41%,1.32,"$3,865.83 ","$4,445.50 ",$41.00 ,-5%,$43.29 ,$42.56 ,,-1.69%,,,,-6.44%,-4.84%,10/26/2017,$40.65 ,2,$41.06 ,"491,334",7.33%,$39.60 ,-2.22%,-2.58%,,$39.30 ,-2.96%, YES ,$40.50 ,0.00%,-0.37%,2.27%,-0.35%,"4,758,482",71.02%,"5,249,816.00",78.40%
IMGN US Equity,UW Equity,IMGN UW Equity,IMMUNOGEN INC,"Consumer, Non-cyclical",Biotechnology,Sec,post,10/4/2017,10/5/2017,10/5/2017,1,Drug Development,JEFF,RBC LEER,1,13,14.5,upsized,$84.50 ,$94.25 ,Primary,No,$6.50 ,11.77%,11.58%,"2,629,722",4.94,110.45,112.22,"12,818,124",4.87,11.61%,1.76,$878.69 ,$672.77 ,$9.50 ,21%,$7.83 ,$7.29 ,,-6.90%,,,,-16.99%,-10.84%,10/6/2017,$7.03 ,2,$7.18 ,"1,015,808",7.01%,$6.79 ,4.46%,-3.41%,,$6.70 ,3.08%, NO ,$6.85 ,5.38%,-2.56%,0.88%,7.50%,"12,640,001",87.17%,"13,655,809.00",94.20%
JUNO US Equity,#N/A Real Time Equity,JUNO #N/A Real Time Equity,JUNO THERAPEUTIC,"Consumer, Non-cyclical",Biotechnology,Sec,post,9/20/2017,9/21/2017,9/21/2017,1,Drug Development,MS,JPM ,3,5.63,6.1,upsized,$225.00 ,$250.10 ,Primary,No,$41.00 ,6.99%,5.29%,"1,200,021",4.69,80.51,106.32,"13,519,026",#DIV/0!,16.79%,1.81,"$4,806.69 ","$3,865.08 ",$36.00 ,-20%,$45.21 ,$43.50 ,,-3.78%,,,,-9.31%,-5.75%,9/22/2017,$41.62 ,2,$43.07 ,"527,659",8.65%,$43.13 ,5.20%,3.63%,,$42.90 ,4.63%, NO ,$45.14 ,10.10%,8.46%,4.66%,10.53%,"9,428,280",154.56%,"9,955,939.00",163.20%
NBRV US Equity,UW Equity,NBRV UW Equity,NABRIVA THERAPEU,"Consumer, Non-cyclical",Pharmaceuticals,Sec,post,9/18/2017,9/19/2017,9/19/2017,1,Drug Development,MS,BAML,3,9.41,9.41,downsized,$80.00 ,$79.99 ,Primary,No,$8.50 ,49.20%,34.59%,"654,122",14.39,19.13,27.21,"103,260",0.16,0.54%,0.3,$241.36 ,$134.42 ,$18.00 ,103%,$8.87 ,$9.75 ,,9.92%,,,,-4.17%,-12.82%,9/20/2017,$9.19 ,2,$9.85 ,"1,432,188",15.22%,$8.60 ,1.18%,-6.42%,,$8.20 ,-3.53%, YES ,$8.26 ,-2.82%,-10.12%,-3.95%,-0.92%,"6,830,100",72.58%,"8,262,288.00",87.80%
TMO US Equity,UN Equity,TMO UUN Equity,THERMO FISHER,"Consumer, Non-cyclical",Healthcare-Products,Sec,post,8/7/2017,8/8/2017,8/8/2017,1,Acq,GS,-,0,8.77,8.77,no change,"$1,500.00 ","$1,499.67 ",Primary,No,$171.00 ,2.25%,2.25%,"1,427,282",6.14,389.18,390.12,"3,710,356",2.6,0.95%,1.1,"$69,187.69 ","$84,974.87 ",$194.50 ,10%,$177.35 ,$176.51 ,,-0.47%,,,,-3.58%,-3.12%,8/9/2017,$173.99 ,2,$174.94 ,"378,536",4.32%,$171.00 ,0.00%,-1.72%,,$170.26 ,-0.43%, YES ,$173.26 ,1.32%,-0.42%,1.32%,1.08%,"3,906,019",44.54%,"4,284,555.00",48.90%
ICHR US Equity,UW Equity,ICHR UW Equity,ICHOR HOLDINGS L,Industrial,Machinery-Diversified,Sec,post,7/31/2017,8/3/2017,8/1/2017,3,,DB,STIF ,3,5.5,5.5,no change,$106.26 ,$106.26 ,Secondary,Yes,$19.32 ,43.41%,22.17%,"811,628",6.78,12.67,24.81,"599,255",0.74,4.73%,3.17,$570.05 ,$544.46 ,$26.00 ,13%,$22.98 ,$21.51 ,,-6.40%,,,,-15.93%,-10.18%,8/4/2017,$19.22 ,2,$19.74 ,"133,807",2.43%,$19.40 ,0.41%,0.94%,,$18.81 ,-2.64%, YES ,$18.87 ,-2.33%,-1.82%,-2.73%,-1.30%,"805,217",14.64%,"939,024.00",17.10%
BLUE US Equity,UW Equity,BLUE UW Equity,BLUEBIRD BIO INC,"Consumer, Non-cyclical",Biotechnology,Sec,post,6/26/2017,6/27/2017,6/27/2017,1,Drug Development,GS,COWN BAML,0,3.24,3.81,upsized,$350.00 ,$400.05 ,Primary,No,$105.00 ,8.02%,7.91%,"1,009,325",3.21,40.42,44.76,"7,987,331",7.91,19.76%,2.07,"$4,549.56 ","$3,786.55 ",$108.00 ,-3%,$111.10 ,$108.50 ,,-2.34%,,,,-5.49%,-3.23%,6/28/2017,$106.90 ,2,$108.49 ,"121,615",3.19%,$105.15 ,0.14%,-1.64%,,$102.50 ,-2.38%, YES ,$109.10 ,3.90%,2.06%,3.76%,1.28%,"2,789,522",73.22%,"2,911,137.00",76.40%
AGIO US Equity,UW Equity,AGIO UW Equity,AGIOS PHARMACEUT,"Consumer, Non-cyclical",Pharmaceuticals,Sec,post,4/17/2017,4/18/2017,4/18/2017,1,Drug Development,JPM,GS COWN,0,4.5,5.05,upsized,$222.75 ,$249.98 ,Primary,No,$49.50 ,12.51%,10.65%,"585,752",7.68,35.97,42.23,"7,594,770",12.97,21.11%,2.04,"$2,344.43 ","$1,833.64 ",$61.00 ,10%,$55.51 ,$53.81 ,,-3.06%,,,,-10.83%,-8.01%,4/19/2017,$50.36 ,2,$51.16 ,"415,159",8.22%,$49.78 ,0.57%,-1.15%,,$48.57 ,-1.88%, YES ,$48.74 ,-1.54%,-3.22%,-2.09%,,"3,695,901",73.19%,"4,111,060.00",81.40%
